SECTOR,AFECTACION,GEOMETRY
Devoto,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.520747,-34.602342|||-58.520812,-34.602384|||-58.521357,-34.60179|||-58.521521,-34.601603|||-58.522068,-34.601|||-58.523274,-34.601738|||-58.523328,-34.601683|||-58.522054,-34.600906|||-58.521467,-34.601546|||-58.52129,-34.601742|||-58.520747,-34.602342</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.459611,-34.566572|||-58.459377,-34.566433|||-58.458782,-34.56608|||-58.458733,-34.566138|||-58.459357,-34.566511|||-58.459561,-34.56663|||-58.459611,-34.566572</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Palermo Viejo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.43891,-34.594105|||-58.438837,-34.594177|||-58.438983,-34.594268|||-58.439937,-34.594841|||-58.440008,-34.594764|||-58.439528,-34.594478|||-58.43905,-34.594191|||-58.43891,-34.594105</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Palermo Viejo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.439292,-34.59569|||-58.439196,-34.595633|||-58.439014,-34.595832|||-58.438759,-34.596101|||-58.438674,-34.596196|||-58.438273,-34.596625|||-58.43871,-34.596902|||-58.439275,-34.597264|||-58.439193,-34.597352|||-58.438687,-34.59789|||-58.438478,-34.598114|||-58.438569,-34.598173|||-58.438808,-34.597914|||-58.439284,-34.597408|||-58.439364,-34.59732|||-58.439432,-34.597242|||-58.43882,-34.596854|||-58.438481,-34.596636|||-58.438433,-34.596606|||-58.438681,-34.59634|||-58.439033,-34.595964|||-58.439292,-34.59569</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Palermo Viejo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.43804,-34.591504|||-58.437948,-34.591446|||-58.437374,-34.592063|||-58.437467,-34.592117|||-58.43804,-34.591504</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Palermo Viejo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.436964,-34.590817|||-58.436877,-34.59076|||-58.436368,-34.591309|||-58.4362,-34.591485|||-58.435587,-34.592138|||-58.434904,-34.592862|||-58.43479,-34.592973|||-58.435033,-34.593124|||-58.435876,-34.593653|||-58.435939,-34.593578|||-58.435117,-34.593059|||-58.434959,-34.592957|||-58.43502,-34.592894|||-58.435737,-34.592129|||-58.436457,-34.591366|||-58.436964,-34.590817</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Palermo Viejo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.437255,-34.589641|||-58.43735,-34.589573|||-58.437502,-34.58947|||-58.437778,-34.589281|||-58.438043,-34.589102|||-58.438155,-34.589029|||-58.438098,-34.588848|||-58.438014,-34.588901|||-58.437382,-34.58843|||-58.437173,-34.588271|||-58.437087,-34.588333|||-58.437291,-34.588486|||-58.437923,-34.588961|||-58.437877,-34.588991|||-58.437626,-34.589163|||-58.43733,-34.589361|||-58.437086,-34.589524|||-58.437255,-34.589641</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Palermo Viejo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.435358,-34.589571|||-58.435267,-34.589638|||-58.435728,-34.589972|||-58.435996,-34.590168|||-58.436216,-34.590331|||-58.436409,-34.5902|||-58.436587,-34.590082|||-58.436773,-34.589957|||-58.437159,-34.589697|||-58.436997,-34.589586|||-58.436698,-34.589787|||-58.436288,-34.590059|||-58.436148,-34.590152|||-58.435821,-34.589911|||-58.435471,-34.589656|||-58.435358,-34.589571</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Crespo,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.450111,-34.596574|||-58.45019,-34.596505|||-58.449948,-34.596327|||-58.44952,-34.596012|||-58.449124,-34.595723|||-58.448921,-34.595907|||-58.448639,-34.596164|||-58.448368,-34.596407|||-58.448452,-34.596472|||-58.448702,-34.596244|||-58.449046,-34.595933|||-58.449134,-34.595856|||-58.449418,-34.596063|||-58.449822,-34.59636|||-58.450111,-34.596574</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.46037,-34.551429|||-58.460525,-34.551506|||-58.460542,-34.551512|||-58.460927,-34.551712|||-58.46118,-34.551841|||-58.461074,-34.551968|||-58.460649,-34.552456|||-58.460366,-34.552781|||-58.460013,-34.552598|||-58.459636,-34.552401|||-58.459557,-34.552344|||-58.459488,-34.552409|||-58.459961,-34.552655|||-58.460315,-34.55284|||-58.460204,-34.552972|||-58.45981,-34.553423|||-58.459394,-34.553898|||-58.45947,-34.553938|||-58.459877,-34.55347|||-58.460352,-34.552922|||-58.460488,-34.552761|||-58.460729,-34.552485|||-58.461255,-34.55188|||-58.461357,-34.551929|||-58.461697,-34.552103|||-58.461747,-34.552041|||-58.46149,-34.551911|||-58.461002,-34.551663|||-58.46059,-34.551449|||-58.460467,-34.551362|||-58.460444,-34.551352|||-58.46037,-34.551429</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.456977,-34.55525|||-58.456904,-34.555209|||-58.456839,-34.555283|||-58.456532,-34.555641|||-58.456319,-34.555887|||-58.456208,-34.556019|||-58.456279,-34.55606|||-58.456361,-34.555965|||-58.456624,-34.555659|||-58.456903,-34.555335|||-58.456975,-34.555251|||-58.456977,-34.55525</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Saavedra,Mayor anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.48591,-34.550614|||-58.485837,-34.550576|||-58.485774,-34.550659|||-58.485588,-34.550905|||-58.485436,-34.551105|||-58.485295,-34.551289|||-58.485377,-34.551332|||-58.48553,-34.551126|||-58.485697,-34.5509|||-58.48586,-34.55068|||-58.48591,-34.550614</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Devoto,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.516248,-34.60291|||-58.515798,-34.602636|||-58.513827,-34.601421|||-58.513708,-34.601343|||-58.512543,-34.600626|||-58.512475,-34.600632|||-58.51241,-34.60064|||-58.511842,-34.60127|||-58.511098,-34.6008|||-58.511045,-34.600858|||-58.511857,-34.601366|||-58.512406,-34.600771|||-58.512601,-34.600754|||-58.513631,-34.601391|||-58.513747,-34.601465|||-58.514955,-34.602204|||-58.514657,-34.602542|||-58.51473,-34.602547|||-58.515014,-34.602238|||-58.51524,-34.602384|||-58.51564,-34.602627|||-58.516098,-34.602907|||-58.516248,-34.60291</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Devoto,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.5095,-34.600881|||-58.508274,-34.600119|||-58.508206,-34.600198|||-58.509438,-34.600953|||-58.5095,-34.600881</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Devoto,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.507543,-34.600924|||-58.508775,-34.601685|||-58.508828,-34.601632|||-58.507596,-34.600867|||-58.507546,-34.600919|||-58.507543,-34.600924</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Devoto,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.506881,-34.601649|||-58.506811,-34.601611|||-58.506381,-34.602078|||-58.506495,-34.602086|||-58.506881,-34.601649</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Devoto,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.518577,-34.602638|||-58.517818,-34.60261|||-58.517666,-34.602608|||-58.517661,-34.602658|||-58.518574,-34.602694|||-58.518577,-34.602638</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.509206,-34.572738|||-58.509132,-34.572683|||-58.508665,-34.573204|||-58.508404,-34.573494|||-58.508009,-34.573933|||-58.507725,-34.574248|||-58.50762,-34.574366|||-58.5076,-34.574387|||-58.507554,-34.574438|||-58.507368,-34.574644|||-58.507438,-34.574679|||-58.507644,-34.574454|||-58.507827,-34.574254|||-58.508064,-34.573996|||-58.508211,-34.573827|||-58.508485,-34.573529|||-58.509206,-34.572738</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.507119,-34.577006|||-58.507064,-34.577064|||-58.508131,-34.577721|||-58.508189,-34.577662|||-58.507119,-34.577006</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.504117,-34.576267|||-58.503619,-34.575965|||-58.503063,-34.575626|||-58.503014,-34.575681|||-58.503575,-34.576031|||-58.504059,-34.576327|||-58.504117,-34.576267</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.508795,-34.581268|||-58.508688,-34.581261|||-58.508494,-34.581481|||-58.508409,-34.581432|||-58.508213,-34.581312|||-58.508083,-34.581226|||-58.507967,-34.581276|||-58.508174,-34.581405|||-58.508348,-34.581511|||-58.508494,-34.581618|||-58.508606,-34.581477|||-58.508739,-34.581325|||-58.508795,-34.581268</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.506505,-34.581418|||-58.5058,-34.58098|||-58.505741,-34.580954|||-58.505698,-34.581021|||-58.505718,-34.581026|||-58.505748,-34.581038|||-58.506451,-34.581474|||-58.506505,-34.581418</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.507159,-34.582938|||-58.506554,-34.582565|||-58.506136,-34.582304|||-58.505963,-34.582196|||-58.505894,-34.582273|||-58.505955,-34.582311|||-58.506069,-34.582382|||-58.506479,-34.582638|||-58.507031,-34.58298|||-58.507084,-34.583017|||-58.507159,-34.582938</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.503764,-34.584616|||-58.503676,-34.584556|||-58.502079,-34.586325|||-58.503355,-34.587084|||-58.504672,-34.587871|||-58.505493,-34.588366|||-58.506073,-34.588715|||-58.506188,-34.58859|||-58.505646,-34.588267|||-58.504778,-34.587744|||-58.503624,-34.587048|||-58.502291,-34.586252|||-58.502999,-34.585464|||-58.503576,-34.585824|||-58.50363,-34.58577|||-58.503053,-34.585402|||-58.503764,-34.584616</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.504059,-34.588673|||-58.501427,-34.587043|||-58.501372,-34.5871|||-58.50401,-34.588731|||-58.504059,-34.588673</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Pueyrredon,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.5069,-34.5878|||-58.5066,-34.587616|||-58.506318,-34.587447|||-58.5062,-34.587373|||-58.505688,-34.587051|||-58.505634,-34.58711|||-58.506167,-34.587444|||-58.506556,-34.587682|||-58.506846,-34.587862|||-58.5069,-34.5878</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.457585,-34.561175|||-58.457368,-34.561053|||-58.456609,-34.561941|||-58.456818,-34.562064|||-58.457585,-34.561175</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.47064,-34.573068|||-58.47038,-34.573373|||-58.470087,-34.573715|||-58.469925,-34.573902|||-58.469992,-34.573944|||-58.470155,-34.57376|||-58.470471,-34.573393|||-58.470714,-34.573107|||-58.47064,-34.573068</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.471336,-34.570741|||-58.471266,-34.570698|||-58.470962,-34.57106|||-58.470674,-34.57141|||-58.470554,-34.571552|||-58.470406,-34.571738|||-58.470268,-34.571924|||-58.470006,-34.572271|||-58.469827,-34.572512|||-58.469897,-34.572548|||-58.470067,-34.572324|||-58.470372,-34.571912|||-58.470487,-34.571763|||-58.470615,-34.571605|||-58.470768,-34.571422|||-58.470897,-34.571271|||-58.471046,-34.57109|||-58.471336,-34.570741</coordinates></LinearRing></outerBoundaryIs></Polygon>"
Villa Urquiza - Belgrano,Mediano anegamiento,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.469692,-34.571132|||-58.469557,-34.571061|||-58.469437,-34.571203|||-58.469125,-34.571573|||-58.468819,-34.571936|||-58.468939,-34.572012|||-58.469241,-34.571653|||-58.469548,-34.571293|||-58.469692,-34.571132</coordinates></LinearRing></outerBoundaryIs></Polygon>"
